english, arabic, word_id
8728,مخالفة,Violation
8729,طريقى,My way
8730,يتنفس,Breathing
8731,قبيحة,Ugly
8732,لمنزلك,For Your Home
8733,الرواق,Gallery
8734,أشد,Most
8735,الظل,Shadow
8736,التغلب,Overcoming
8737,فتاتك,Your girl
8738,بوش,Bush
8739,مرهق,Deadbeat
8740,…,…
8741,غيور,Jealous
8742,عميقة,Deep
8743,تعزف,Playing
8744,ثوب,Dress
8745,وجدتك,And your grandmother
8746,العاملين,Workers
8747,بفحص,scans
8748,أشكركم,Thank you
8749,بصدد,In connection with
8750,السياج,Fence
8751,رهان,Bet
8752,الشحن,Shipping
8753,الفنون,Arts
8754,الردهة,Lobby
8755,نيس,Nice
8756,يرن,Rings
8757,نتمنى,We wish
8758,الساخنة,Hot
8759,جيما,Gemma
8760,الزيارة,visit
8761,عيادة,Clinic
8762,سيجعلك,Will make
8763,العاهره,Harlot
8764,ابنها,Her son
8765,تيريزا,Theresa
8766,المعمل,Lab
8767,ينجو,Survive
8768,البسيطة,Statistics
8769,العمود,column
8770,جوى,Air
8771,إرجع,Back
8772,لتحديد,To determine
8773,روحه,His Spirit
8774,…,…
8775,رقمك,Your number
8776,مكتبة,Library
8777,هود,Hood
8778,يتضمن,It includes
8779,…,…
8780,واقعة,Reality
8781,القوية,Strong
8782,لإن,Because the
8783,لاتريد,Does not want
8784,أطفالك,Your children
8785,الأجهزة,devices
8786,الشواذ,Gay
8787,الأنف,Nose
8788,هوارد,Howard
8789,سرقته,Stolen
8790,أنتهيت,I finished
8791,تحل,solved
8792,مستودع,warehouse
8793,نومي,Naomi
8794,اصنع,Create
8795,بقيمة,Worth
8796,وكأننا,It feels like
8797,إذنك,Permission
8798,حصلتي,Hsalta
8799,لوجان,Logan
8800,البسكويت,Biscuits
8801,المخبر,Detective
8802,فتي,Young
8803,الطرد,Expulsion
8804,أخذك,They are taking
8805,فم,Mouth
8806,عصيب,A difficult
8807,بوقتك,TIME
8808,انصت,Listen
8809,منازل,Houses
8810,جسمي,My body
8811,علماء,Scientists
8812,توضيح,Clarify
8813,لحل,Resolve
8814,…,…
8815,تسكن,Live
8816,طراز,model
8817,وانتي,Ante
8818,نوعية,Quality
8819,أسير,Prisoner
8820,هيلاري,Hillary
8821,تتخلى,Give up
8822,الكشف,Detection
8823,دمه,His blood
8824,القريب,Near
8825,وانظر,See
8826,الموسيقي,Music
8827,المحلي,Local
8828,شاين,Shane
8829,المساعد,Assistant
8830,الذراع,arm
8831,تمكنا,We were able
8832,جروح,Wounds
8833,احبه,He loved
8834,لـذا,So
8835,قفزت,I jumped
8836,غسيل,Washing
8837,تدري,Unknowingly
8838,لسرقة,To steal
8839,بالنهاية,Eventually
8840,عال,High
8841,الحزام,Belt
8842,تريدينني,You want me
8843,تكاليف,costs
8844,الاصدقاء,Friends
8845,ريتش,Rich
8846,أطباء,Physicians
8847,أبتاه,Father
8848,تسوية,Settlement
8849,تشرفت,I had the honor
8850,امور,Things
8851,المنضدة,Table
8852,للحفلة,Concert for
8853,يسكن,Lives
8854,تنقذ,Save
8855,رائعون,Wonderful
8856,صدرك,Your chest
8857,أضحك,Laugh
8858,تراقب,Monitors
8859,عظيما,Great
8860,الحظيرة,barn
8861,بأمكاني,I
8862,المختلفة,Different
8863,الحشد,Crowd
8864,طوكيو,Tokyo
8865,جريس,Grace
8866,ضباط,officers
8867,رجلان,Two men
8868,الاسئلة,Questions
8869,لاأعلم,I do not know for
8870,تكرهني,Hate me
8871,الدمى,Dolls
8872,الأرجاء,Deferral
8873,سقف,Roof
8874,باتجاه,Towards
8875,يمين,Right of
8876,الكونغرس,Congress
8877,قضيبي,Phallic
8878,الفنية,Technical
8879,تتحركي,Taathrki
8880,خائفون,Are afraid
8881,أسرق,Steal
8882,استخدامها,Use
8883,جاكس,JAX
8884,الأصابع,Fingers
8885,أدى,Led
8886,التفتيش,inspection
8887,ظننته,I thought
8888,حلقات,Rings
8889,أجهل,Did not know
8890,الكيس,Sac
8891,أقوياء,Strong
8892,قرص,tablet
8893,عرضك,Offer
8894,تريفور,Trevor
8895,الجامعي,University
8896,بالطابق,Floor
8897,أواجه,I am having
8898,يدمر,Destroys
8899,خيط,Thread
8900,تكونا,Tkona
8901,السفير,Ambassador
8902,لاأعرف,I do not know for
8903,سيقتل,will be killed
8904,كافيا,Enough
8905,عارضة,Casual
8906,الماس,Diamond
8907,ليقوم,For the
8908,بنيت,Built
8909,نايومي,Naomi
8910,تعودين,You are back
8911,مركب,compound
8912,سلك,Wire
8913,عاطفي,Passionate
8914,الاموال,Money
8915,الوقوع,Falling
8916,زوجى,Doubles
8917,أدوية,drugs
8918,المجلة,Magazine
8919,يحتاجه,Needs
8920,أنظف,Cleaner
8921,السلك,Wire
8922,البرق,Lightning
8923,كينغ,King
8924,الابتعاد,Stay away
8925,حبيبة,Habiba
8926,بيته,His house
8927,أعماق,depths
8928,تاكسي,Taxi
8929,…,…
8930,تخشى,Fear
8931,تنصت,Eavesdropping
8932,يختار,picks
8933,المعدة,Stomach
8934,ألاحظ,I note
8935,أخفقت,Failed
8936,قنابل,bombs
8937,عقاب,Punishment
8938,الانتحار,Suicide
8939,المجهول,Anonymous
8940,شكله,Form
8941,الاجتماعية,Social
8942,لقدومك,For coming
8943,يتحمل,Bear
8944,إبتعدوا,turned away
8945,مملكة,Kingdom
8946,مخدر,Anesthetic
8947,سأضطر,I will have
8948,لطفاء,Nice
8949,اعذريني,Excuse me
8950,أقرر,Decide to
8951,يقرب,Approximately
8952,دمر,Destroyed
8953,بقطع,Cut off
8954,بم,Bam
8955,كأننا,Feels like
8956,رائحتها,Smell
8957,مجنونه,Crazy
8958,جاهزين,Ready
8959,إيد,Ed
8960,أجدها,Find them
8961,آلات,machines
8962,تعرفان,Tarafan
8963,…,…
8964,ميلي,Millie
8965,بكتابة,Writing
8966,علمني,He taught me
8967,الدراجات,Cycling
8968,صار,It became
8969,الأذى,Harm
8970,تصلح,Suitable
8971,مجموعه,A total of
8972,السهم,Arrow
8973,حراسة,Guard
8974,عملاق,Giant
8975,ديسمبر,December
8976,غراي,Gray
8977,بالقلق,Concerned
8978,الفواتير,Billing
8979,المنصب,Position
8980,الوشم,Tattoos
8981,لوحات,Plates
8982,جيمى,Jimmy
8983,تظنه,You think
8984,لأبي,Abu
8985,حتـى,Even
8986,ببيع,Selling
8987,إستمعي,Listen
8988,مأساة,Tragedy
8989,أغراضك,Your purposes
8990,عظمة,Greatness
8991,اتركها,Let
8992,يراني,sees me
8993,قيصر,Caesar
8994,تريدنى,Wanting me
8995,محبط,Frustrating
8996,الفتي,Young
8997,تحدي,challenge
8998,مازالوا,Still
8999,المروحية,The helicopter
9000,والعشرين,Twenty
9001,الحاجز,barrier
9002,نجتمع,We meet
9003,يلقي,Cast
9004,الإمبراطور,Emperor
9005,القانوني,Legal
9006,مندهش,Surprised
9007,نزع,Disarmament
9008,الحديدية,Iron
9009,وحينها,And then
9010,دماغك,Brain
9011,المعنى,Meaning
9012,الابيض,White
9013,نوح,Noah
9014,أتفهمين,Otvhman
9015,لتقوم,For the
9016,الدموية,Bloody
9017,أبواب,Doors
9018,وجب,shall
9019,لأحصل,I get
9020,وصلتني,I received
9021,أتصور,I imagine
9022,عسل,Honey
9023,فعلي,Actual
9024,مرتفعة,High
9025,الغامض,Mysterious
9026,أسنانك,Your teeth
9027,يصاب,Become infected
9028,للتسوق,Shopping
9029,رؤيتهم,Their vision
9030,أسرة,family
9031,مجموعات,groups
9032,شيري,Sherry
9033,ثانيا,Second
9034,أشكر,I thank
9035,الزنزانة,Dungeon
9036,تشايس,Chase
9037,بفتح,Open
9038,يعترف,Admits
9039,إنتاج,Production
9040,الفول,Beans
9041,الإنسانية,Humanitarian
9042,يهودي,Jew
9043,الأعصاب,nerves
9044,وفقط,Only
9045,كونى,Kony
9046,طريقتي,My way
9047,حسنة,Good
9048,يشعرني,It makes me feel
9049,دمي,My blood
9050,أعراض,Symptoms
9051,تسرع,Haste
9052,سيطرة,Control
9053,مصادر,sources
9054,ياه,Hey
9055,تقاطع,Junction
9056,دايان,Dayan
9057,تعثر,Tumble
9058,سأعرف,I know
9059,انتبهي,Pay attention
9060,السموم,Poison
9061,سبينسر,Spencer
9062,…,…
9063,تتدخل,Interfere
9064,اعرفك,I know you
9065,دقيقتان,MINUTES
9066,الإرسال,Transmission
9067,ارسال,Send
9068,الكرات,Balls
9069,راديو,Radio
9070,الروسي,Russian
9071,بجانبه,Next to him
9072,نرسل,We send
9073,أتركها,Let her
9074,تدخن,Smoke
9075,تشريح,Anatomy of
9076,الاستحمام,Bathing
9077,وعليك,You
9078,نك,Nick
9079,وجيه,Good
9080,بحثنا,We searched
9081,عاجل,Urgent
9082,تتصرفين,You act
9083,أنكي,Anke
9084,لبناء,To build
9085,مريم,Mary
9086,كولومبيا,Colombia
9087,تنال,Impair
9088,ليندسي,Lindsay
9089,وبالتالي,Thus
9090,زيت,Oil
9091,عازف,player
9092,يونج,Young
9093,أمسكوا,Seize
9094,…,…
9095,عهد,The era of
9096,الست,The six
9097,ذاهبه,Going
9098,التسلل,Intrusion
9099,المشاهير,Celebrity
9100,الصعوبة,Difficulty
9101,موقعك,Your Site
9102,مالية,Financial
9103,مربع,square
9104,المريخ,Mars
9105,ألطف,Gentlest
9106,ذراع,arm
9107,تقييم,Rating
9108,قبلي,Tribal
9109,عصابات,gangs
9110,يصدر,Issued
9111,الفأر,Mouse
9112,إكتشف,Explore
9113,تصدر,Issued
9114,هيـا,Come
9115,جود,Presence of
9116,بيب,Pep
9117,اري,Larry
9118,أغراض,For
9119,الخدم,Servants
9120,فضاء,space
9121,متسع,Room
9122,ص,P
9123,خارجة,Beyond
9124,بيتنا,Our Home
9125,المقهى,Cafe
9126,الثور,bull
9127,تحرير,Edit
9128,قرون,Centuries
9129,تحطمت,It crashed
9130,أصدقائنا,Our friends
9131,رائد,Raed
9132,جدآ,is very
9133,نزال,Nazzal
9134,الأمريكيين,Americans
9135,الصالة,Hall
9136,سحري,Magic
9137,نمضي,Go
9138,كا,Ka
9139,تذهبوا,Go
9140,لحضور,To attend
9141,دارين,Darren
9142,موتي,Moti
9143,فريدريك,Frederick
9144,ابنى,My son
9145,تقولى,Tell
9146,للحرب,War
9147,خادمة,Maid
9148,موجودين,Present
9149,فاشلة,Failed
9150,تركتك,I let
9151,يقطع,Cut
9152,هنــا,Here
9153,اذهبى,Go
9154,الفحوصات,tests
9155,الصحية,Health
9156,أرسلوا,They sent
9157,يولد,Generates
9158,فيتنام,Vietnam
9159,لإجراء,To conduct
9160,إنظروا,Look at
9161,شيبرد,Shepherd
9162,هونغ,Hong
9163,ولديك,And you have
9164,بشيئ,With something
9165,ملهى,Cabaret
9166,معهد,Institute
9167,طعامك,Food
9168,بساطة,Simplicity
9169,للراحة,For convenience
9170,يتناول,Deals
9171,كبرى,Major
9172,أحـد,One
9173,المبيعات,Sales
9174,ألتقي,I meet
9175,شعبية,Popular
9176,تعليمات,Help
9177,التنس,Tennis
9178,الجنائية,Criminal
9179,الجزر,islands
9180,البدايه,Beginning
9181,لأسباب,For reasons
9182,بالسعادة,Happy
9183,ترتاح,Relax
9184,الحديثة,Modern
9185,برفق,Gently
9186,انجلترا,England
9187,الإحتفال,Celebration
9188,الأغنياء,Rich
9189,يريدونه,They want
9190,فخامتك,Your Excellency
9191,الحجرة,Closet
9192,حالتي,My case
9193,الإجتماعية,Social
9194,الصليب,Cross
9195,كاترينا,Katrina
9196,بالخطأ,error
9197,كارلتون,Carlton
9198,تأخذين,Take you
9199,الفرار,Flee
9200,غاضبا,Angry
9201,ناهيك,Not to mention
9202,خادم,Server
9203,إشارات,signals
9204,تفحص,Scan
9205,إنجاز,Completion
9206,المتصل,Caller
9207,بيرنز,Burns
9208,مايبدو,Apparently
9209,اللص,Thief
9210,القدس,Jerusalem
9211,الشاذ,Abnormal
9212,بإجراء,To conduct
9213,الإيقاع,Rhythm
9214,الفقري,Spine
9215,المزاح,Joking
9216,مغامرة,Adventure
9217,الأسابيع,weeks
9218,ندع,Let
9219,كثيره,In large
9220,ميرلين,Merlin
9221,المريضة,The patient
9222,ينهار,Collapses
9223,ارجو,I hope
9224,اللاعبين,Players
9225,قبلك,You
9226,هيو,Hugh
9227,المعطف,Coat
9228,التحمل,Endurance
9229,قدومك,You came
9230,كيرك,Kirk
9231,ملابسها,Her clothes
9232,جزر,Islands
9233,جواب,Answer
9234,نسأل,We ask
9235,رصاص,Lead
9236,بقينا,We stayed
9237,المهرج,Clown
9238,قـد,May
9239,تخطي,Skip
9240,القدامى,Old
9241,الأجوبة,Answers
9242,للسيدة,Lady
9243,بأسم,In the name of
9244,الفاكهة,Fruit
9245,طلاء,coating
9246,الصحفي,Journalist
9247,لديكي,For Dickey
9248,السحرة,Magicians
9249,لكونك,For being
9250,رغبتي,My desire
9251,لجمع,Collection
9252,أعطوني,They gave me
9253,إتجاه,Direction
9254,يرغبون,Want
9255,رياضي,Athletic
9256,نراك,See you in
9257,الأزهار,Floral
9258,الزمان,Time
9259,الخيرية,Charity
9260,يتعلم,Learn
9261,…,…
9262,رجاله,men
9263,خائفه,Scared
9264,النظارات,glasses
9265,يتبع,Followed by
9266,كلمه,Word
9267,مسكين,Poor
9268,عاشت,Long live
9269,نجري,Conducting
9270,مشوش,Confused
9271,الإجراءات,Procedures
9272,المظلمة,Dark
9273,أردتم,You want
9274,استمري,Keep
9275,إيلين,Ellen
9276,الاتحاد,Union
9277,مهمتي,My job
9278,الدرع,Shield
9279,إطار,Framework
9280,يلبس,Wears
9281,ينسى,Forget
9282,الدمار,Destruction
9283,يأكلون,Eat
9284,العناصر,elements
9285,زبدة,Butter
9286,لاكن,Laeken
9287,أختاه,Oktah
9288,للقانون,Law
9289,ستيفي,Stevie Wonder
9290,الرداء,Robe
9291,دافئ,Warm
9292,بالألم,Pain
9293,جعلتها,Made her
9294,فعلوه,They did
9295,التهمة,The charge
9296,أضطر,Forced
9297,غيبس,Gibbs
9298,للطفل,For children
9299,تنضم,joins
9300,قفل,Lock
9301,التعذيب,Torture
9302,وأحضر,And brought
9303,يتسنى,That
9304,التعاون,Cooperation
9305,فليكن,Let it be
9306,إيذاء,Victimization
9307,لبيع,For sale
9308,نقودك,Money
9309,يعودون,Returning
9310,تبني,Adoption of
9311,الخريف,Fall
9312,ليالي,Nights
9313,العرق,Race
9314,إيلي,Elie
9315,يعطينا,It gives us
9316,البديل,Alternative
9317,ممتنة,Grateful
9318,تنتهى,End
9319,البضاعة,The goods
9320,للقبض,To catch
9321,المساحة,Area
9322,خلع,Dislocation
9323,الشموع,Candles
9324,قفص,Cage
9325,…,…
9326,أدعو,I call
9327,تريسي,Tracy
9328,أخبرتنا,She told us
9329,الجهد,Voltage
9330,مؤامرة,Plot
9331,تدعه,Let him
9332,الشاحنات,trucks
9333,طفله,child
9334,أنتهت,It ended in
9335,شاهدته,I saw
9336,غبى,Stupid
9337,حياتكم,Your life
9338,أسماك,Fish
9339,عش,Nest
9340,ويمكننا,We
9341,وادي,Valley
9342,تريدان,Want
9343,تتنفس,Breathe
9344,احبها,I love
9345,يكبر,Grow up
9346,يناسبك,Suits
9347,المعجبين,Fans
9348,جملة,Inter
9349,الشقراء,Blonde
9350,بعمله,His work in
9351,أخيه,His brother
9352,نقم,Let
9353,تنفسي,Respiratory
9354,نتواعد,Ntuaad
9355,الشهادة,Certificate
9356,أيدينا,Our hands
9357,ميلز,Mills
9358,سيارتها,Her car
9359,اللحظه,Moment
9360,غرامي,Grammy
9361,إفعلها,Do it
9362,ملاحظات,Notes
9363,تستغرق,Take
9364,العواقب,Consequences
9365,نسير,We walk
9366,العاطفة,Passion
9367,الإقلاع,Boot
9368,صيني,Chinese
9369,لخمس,Five
9370,كلي,Total
9371,أتذكره,I remember
9372,المديرة,Director
9373,الفاتورة,Bill
9374,مسروقة,Stolen
9375,النشاط,activity
9376,النادل,The waiter
9377,عواقب,The consequences of
9378,عملة,Coin
9379,سأل,He asked
9380,استدر,Turn
9381,ترتفع,Rises
9382,شقيقك,Brother
9383,ينزل,Descend
9384,لشئ,Of something
9385,وقح,Shameless
9386,مجرى,The course of
9387,مايسون,Mason
9388,بالاتصال,Contact
9389,قبله,Before
9390,سأعيد,I'll
9391,بحياته,His life
9392,برحلة,trip
9393,الإمرأة,The woman
9394,منزلى,Home
9395,ضمان,Ensure
9396,ظللت,I kept
9397,موتها,Her death
9398,العصبية,Neurological
9399,أصيبت,Hit
9400,الإختيار,Selection
9401,وبالنسبة,For
9402,تتخذ,Take
9403,لنأخذ,Take
9404,لاأريد,I do not want
9405,المشرحة,Morgue
9406,أحدهما,One
9407,اختك,Your sister
9408,أعتقـد,I think
9409,بهذة,In this
9410,فتره,period
9411,بصفتي,As
9412,يريدنا,He wants us
9413,مكافأة,Reward
9414,نووية,Nuclear
9415,مساعده,Assistant
9416,والرجل,The man
9417,أحترم,I respect
9418,بوك,Facebook
9419,مثلى,Optimal
9420,كيك,Cake
9421,حمض,acid
9422,الموضة,Fashion
9423,بيلا,Bella
9424,الجانبية,Side
9425,…,…
9426,فوات,Too
9427,راهب,monk
9428,طفح,Rash
9429,أجعله,Make it
9430,وحدات,Units
9431,مزدوج,Double
9432,أسمعه,I hear
9433,مهندس,Engineer
9434,أقترب,Getting closer to
9435,خطتي,My plan
9436,…,…
9437,تعريف,Definition of
9438,تركض,Run
9439,ينتقل,moves
9440,نحوي,Grammar
9441,…,…
9442,الكاتب,Author
9443,مدمنة,Addicted
9444,وأقول,I say
9445,قطعه,Piece
9446,العائله,Family
9447,الشمسية,Solar
9448,بالطائرة,By plane in
9449,ارد,Take
9450,اقرب,The nearest
9451,الإعلانات,ads
9452,الوجبات,Meals
9453,ممتلئة,Full
9454,يروق,Amuse
9455,عائلية,Family
9456,الإتحاد,Union
9457,سى,C
9458,تهتمي,Take care of
9459,الجمجمة,Skull
9460,محدودة,Limited
9461,الصلاة,Prayer
9462,ميلاني,Melanie
9463,تبكين,Weepest
9464,محقا,Right
9465,بمفردنا,alone
9466,يإلهي,Aalhe
9467,مصمم,Designer
9468,اقتربت,Close to
9469,بالقيام,To carry out
9470,رداء,Robe
9471,زيرو,Zero
9472,البصر,Sight
9473,لعملية,Process
9474,وآخر,The last
9475,اللذين,Which
9476,آخـر,Last
9477,أحدى,One of
9478,موهوب,Talented
9479,طبقا,According to
9480,الاعتذار,Apology
9481,الوثائق,Documents
9482,تسخر,Harness
9483,المواعدة,Dating
9484,أجرب,Mangy
9485,إستعمال,Use
9486,توأم,Twin
9487,اركض,Run
9488,بمقدوري,I can
9489,سأجعلك,I will make
9490,القضيه,Case
9491,للنظر,To consider
9492,يذهبوا,Go
9493,سيظهر,will appear
9494,شمس,Shams
9495,باكستر,Baxter
9496,بيتس,Bates
9497,للهرب,Escape
9498,عصبية,Nervous
9499,رسميا,Officially
9500,المشاهدة,Viewing
9501,التشريح,Anatomy
9502,المجاور,Next door
9503,تظنني,Tznna
9504,اصدقائك,Friends
9505,لـقد,We have
9506,اتت,Came
9507,النهوض,Advancement of
9508,الاوقات,times
9509,بالزواج,to marry
9510,أطرح,I put
9511,أنصتي,Give ear
9512,شروق,Sunrise
9513,الملهى,Cabaret
9514,سيعمل,will
9515,جوس,Jos
9516,ووجدت,And found
9517,ويسكي,Whiskey
9518,وعدم,And not
9519,المسبح,Swimming pool
9520,صحتك,Your Health
9521,مستعدا,Ready
9522,وجبات,Meals
9523,رغبتك,You wish
9524,البشرة,Skin
9525,يعقل,Unreasonable
9526,زنزانة,Dungeon
9527,العهد,Covenant
9528,لينيت,Lynnette
9529,لاحظ,Note
9530,فضائية,Satellite
9531,زميلي,My colleague
9532,تكلفة,The cost
9533,البعيد,Remote
9534,حضورك,Your presence
9535,للأرض,The Earth
9536,الساق,Leg
9537,غادروا,left
9538,جهز,equipped
9539,الجبهة,Front
9540,محامية,Lawyer
9541,بتنظيف,Clean
9542,يروا,See
9543,خاطيء,Wrong
9544,جرانت,Grant
9545,فرنسي,French
9546,الأشهر,months
9547,مهمه,Task
9548,تزوج,Married
9549,سنت,Cents
9550,ملائمة,Appropriate
9551,أقيم,Held
9552,مريحة,Convenient
9553,ظننا,We thought
9554,عشرات,Dozens
9555,كينيدي,Kennedy
9556,أبق,Keep
9557,بقى,remained
9558,إيجادها,found
9559,مستقر,Stable
9560,طيبا,Good
9561,متفاجئ,Surprised
9562,لتوه,Just
9563,الدورة,session
9564,إجراءات,Procedures
9565,الوكيل,Agent
9566,اياها,Them
9567,رحلوا,Left
9568,أطفالنا,Our children
9569,لإيقاف,To stop
9570,الزنوج,Negro
9571,أرها,seen her
9572,غضبك,Anger
9573,السياسية,Political
9574,لمنزلي,My home
9575,مجيئك,COMING
9576,هيوستن,Houston
9577,الحرم,Haram
9578,حفله,Concert
9579,يناير,January
9580,خالد,Khaled
9581,يختلف,differs
9582,الجريدة,Gazette
9583,بصحبة,Accompanied by
9584,التصميم,Design
9585,غسل,Wash
9586,اخباري,News
9587,والديه,Parents
9588,سنصبح,I will be
9589,بالحصول,To obtain
9590,صورتك,Photo
9591,مواعيد,Dates
9592,اتصلوا,Contact
9593,مقاعد,seats
9594,تشكيل,The formation of
9595,بالنيابة,on behalf of
9596,مراجعة,Review
9597,انفراد,Separately
9598,سونغ,Song
9599,…,…
9600,حبه,Love
9601,أسلحتكم,Your weapons
9602,المافيا,Mafia
9603,المجلات,Magazines
9604,روعة,Splendor
9605,ماهذه,Mahzh
9606,بطول,length
9607,الشعبة,Division
9608,خاصه,Specials
9609,تعتذر,Apologizes
9610,سيفعله,We will do
9611,أبيه,His father
9612,بصنع,Making
9613,السيرك,Circus
9614,دافئة,Warm
9615,أعلمه,I know
9616,بمفردها,Alone
9617,نستمتع,Enjoy
9618,يرفع,Raises
9619,عروض,Offers
9620,إبتعدي,Stay away
9621,اهدأي,Ahidoa
9622,أنفي,My nose
9623,الآونة,Recently
9624,العاطفية,Emotional
9625,فينا,Vienna
9626,يفكرون,Think
9627,حطمت,Shattered
9628,دماغ,Brain
9629,أحرزنا,We have made
9630,بكامل,Full
9631,غرباء,Strangers
9632,دورية,Periodic
9633,لايبدو,It does not seem to
9634,قبلها,Before
9635,أشكال,Forms
9636,ألاف,Thousands
9637,دوم,Dom
9638,فرجينيا,Virginia
9639,قاع,bottom
9640,رفعت,Raised
9641,يلزم,is required
9642,بلغت,It amounted to
9643,أصرخ,Scream
9644,سياسي,Political
9645,حكاية,Tale
9646,اضطراب,disorder
9647,رسالتي,My
9648,نفق,Tunnel
9649,…,…
9650,بمرض,Disease
9651,طبقة,layer
9652,عنصر,element
9653,تغادري,You leave
9654,بالإتصال,Contact
9655,الذكرى,Anniversary
9656,هون,Hun
9657,سلبي,Negative
9658,بطاقتي,My card
9659,الفلفل,Pepper
9660,سريرك,Your bed
9661,عائلي,Family
9662,نخبك,Nkhbk
9663,الحوار,dialogue
9664,ديفيس,Davis
9665,بعدك,After you
9666,قدمه,By
9667,أخرجه,Narrated by
9668,هن,They are
9669,مقاتل,Fighter
9670,تربية,Breeding
9671,الأنتظار,Shortely
9672,تايمز,Times
9673,وزن,Weight
9674,تقبيل,Kiss
9675,يوضح,Explains
9676,تصرفت,Acted in
9677,يستحقون,Deserve
9678,الدنيا,Minimum
9679,احببت,I love
9680,موجودا,Present
9681,العروض,offers
9682,التوت,Berries
9683,عقود,contracts
9684,غلاف,Cover
9685,يتقدم,Advanced
9686,مهمتنا,Our mission
9687,سندخل,We will enter
9688,يداي,My hands
9689,القدماء,Ancient
9690,الحثالة,Drossiness
9691,شعار,logo
9692,أعلـم,I know
9693,الطيبة,Good
9694,الخوالي,Old
9695,سجلت,Recorded
9696,ميدان,Square
9697,بالمستشفى,Hospital
9698,معرفتك,Knowledge
9699,تاون,Town
9700,اللعبه,game
9701,جانيس,Janice
9702,تضعي,Put your
9703,العاشر,X
9704,بعده,After
9705,قتلى,Dead
9706,مننا,of us
9707,الهندي,Indian
9708,بمشكلة,The problem of
9709,ميرفي,Murphy
9710,اللاتي,Who
9711,مبيعات,Sales
9712,حركات,movements
9713,يدوم,Lasts
9714,العصير,Juice
9715,أفهمت,I made to understand
9716,الممتع,Interesting
9717,تتأخر,Delayed
9718,أفكاري,My thoughts
9719,صرف,Exchange
9720,مجهولة,Anonymous
9721,المسؤولة,Responsible
9722,للشرب,To drink
9723,ميعاد,Date
9724,بيان,Statement
9725,ورائي,Behind me
9726,الحار,Hot
9727,المباني,Buildings
9728,غنية,Rich
9729,الورود,Roses
9730,بقرب,Near
9731,أبنتي,My daughter
9732,يوميا,Daily
9733,كلوديا,Claudia
9734,شارب,Sharp
9735,فيرا,Vera
9736,يتعرض,Exposed
9737,إنفجار,Blast
9738,اختراق,Penetrate
9739,الويسكي,Whiskey
9740,سننتظر,We will wait for
9741,كامبل,Campbell
9742,فصاعدا,onwards
9743,الخيل,Horse
9744,ع,P
9745,سمينة,Fat
9746,جديدا,New
9747,ستيفاني,Stephanie
9748,أترون,You see
9749,الدراسية,School
9750,بدافع,Out of
9751,عمت,Pervaded
9752,سرا,Secretly
9753,كره,Hate
9754,كالمعتاد,As usual
9755,قابلتك,I met
9756,معدتي,My stomach
9757,الأقراص,disks
9758,مختلفه,Different
9759,مديرة,Director
9760,برغم,Despite
9761,بالعكس,On the contrary
9762,بسببه,Because of
9763,تسرب,leak
9764,يسيطر,Controlled
9765,اتبع,Follow
9766,قبو,Cellar
9767,عبرت,It crossed
9768,ترتكب,Committed
9769,العون,Aid
9770,انضم,Joined
9771,سباحة,Swimming
9772,اشرح,Explain
9773,المعارك,Battle
9774,ساندرا,Sandra
9775,الاحمر,Red
9776,قميصي,My shirt
9777,تدعو,Calls
9778,ليا,Leah
9779,بالرجل,Man
9780,ببناء,Building
9781,الأخوة,Brothers
9782,يجمع,Combines
9783,أعتمد,I rely
9784,أغني,Sing
9785,فهى,It is
9786,للمحكمة,Court
9787,عدني,Adani
9788,عقار,Real Estate
9789,للعلاج,For the treatment of
9790,نجوت,I survived
9791,تانر,Taner
9792,الاسود,Black
9793,تخبرك,tells you
9794,جن,Jen
9795,ستايسي,Stacey
9796,العلبة,Caddy
9797,المعاناة,Suffering
9798,نرجع,Go back
9799,يغني,Sings
9800,التافه,Bugger
9801,هامة,Important
9802,مطابقة,Matching
9803,الهوكي,Hockey
9804,وأظن,I suspect
9805,موعدنا,Our appointment
9806,جويس,Joyce
9807,أولادي,My children
9808,يتأذى,Hurt
9809,قرارات,resolutions
9810,الحوادث,accidents
9811,بيغ,Big
9812,الأولية,Initial
9813,الكمية,Quantity
9814,سنرحل,will leave
9815,مسدسك,Msdsk
9816,عينيها,Her eyes
9817,حجزت,Booked
9818,رابطة,Association
9819,أجرى,Conducted
9820,مخادع,Sneaky
9821,أركب,Ride
9822,رجـل,Man
9823,المراهقين,Adolescent
9824,استسلم,Surrendered to
9825,أنظمة,Systems
9826,عنيفة,Violent
9827,معبد,Temple
9828,جيبي,Pocket
9829,أوهايو,Ohio
9830,تدرس,Considering
9831,…,…
9832,الأسلاك,wires
9833,ستيلا,Stella
9834,عنقك,Neck
9835,المقبرة,Cemetery
9836,ايما,Emma
9837,لأجلها,For which
9838,نحل,Bees
9839,تسيطر,Controlled
9840,ابتسامة,Smile
9841,تحتاجون,You need
9842,القاء,Throw
9843,الآلات,Machines
9844,…,…
9845,بلو,Blue
9846,كحول,Alcohol
9847,تشين,Qin
9848,وتريد,You want
9849,مسجل,Registered
9850,نومك,Sleep
9851,أجيب,Agip
9852,شحن,Shipping
9853,يستحسن,It is advisable
9854,دعوتك,Invited
9855,إقناع,Persuade
9856,السلسلة,Series
9857,البنوك,banks
9858,لبضع,For a few
9859,المعتادة,The usual
9860,مظهر,The appearance of
9861,ذوق,Taste
